id,separationtype,gender,age,institute_service,dissatisfied,institute
375.0,Resignation-Other employer,Female,41-45,20.0,False,DETE
376.0,Resignation-Other reasons,Female,46-50,13.0,True,DETE
377.0,Resignation-Move overseas/interstate,Female,46-50,5.0,False,DETE
378.0,Resignation-Other employer,Female,46-50,22.0,True,DETE
382.0,Resignation-Other employer,Female,26-30,5.0,True,DETE
384.0,Resignation-Move overseas/interstate,Female,56-60,18.0,False,DETE
389.0,Resignation-Move overseas/interstate,Female,46-50,6.0,False,DETE
390.0,Resignation-Other employer,Female,46-50,28.0,True,DETE
391.0,Resignation-Other employer,Female,46-50,13.0,False,DETE
392.0,Resignation-Other employer,Female,31-35,5.0,True,DETE
399.0,Resignation-Other reasons,Female,41-45,19.0,True,DETE
407.0,Resignation-Other reasons,Female,56-60,22.0,True,DETE
409.0,Resignation-Other reasons,Female,26-30,6.0,True,DETE
411.0,Resignation-Other reasons,Female,26-30,5.0,False,DETE
413.0,Resignation-Other reasons,Female,41-45,5.0,False,DETE
415.0,Resignation-Other employer,Female,41-45,16.0,False,DETE
416.0,Resignation-Move overseas/interstate,Male,26-30,2.0,False,DETE
417.0,Resignation-Other reasons,Female,61 or older,49.0,False,DETE
418.0,Resignation-Other reasons,Female,41-45,5.0,True,DETE
420.0,Resignation-Other reasons,Female,41-45,1.0,True,DETE
424.0,Resignation-Other employer,Male,31-35,5.0,False,DETE
433.0,Resignation-Move overseas/interstate,Female,26-30,5.0,True,DETE
434.0,Resignation-Other reasons,Female,46-50,20.0,True,DETE
435.0,Resignation-Other reasons,Female,26-30,7.0,True,DETE
438.0,Resignation-Other reasons,Female,31-35,11.0,True,DETE
440.0,Resignation-Other reasons,Female,56-60,20.0,True,DETE
442.0,Resignation-Other reasons,Female,31-35,3.0,False,DETE
452.0,Resignation-Other reasons,Female,21-25,4.0,False,DETE
453.0,Resignation-Move overseas/interstate,Female,41-45,22.0,False,DETE
455.0,Resignation-Move overseas/interstate,Female,56-60,0.0,True,DETE
457.0,Resignation-Other reasons,Female,21-25,0.0,True,DETE
460.0,Resignation-Move overseas/interstate,Female,36-40,1.0,False,DETE
462.0,Resignation-Other reasons,Female,51-55,3.0,False,DETE
465.0,Resignation-Other employer,Female,36-40,11.0,True,DETE
467.0,Resignation-Other reasons,Female,41-45,13.0,True,DETE
471.0,Resignation-Other reasons,Female,46-50,23.0,True,DETE
474.0,Resignation-Other reasons,Female,51-55,16.0,True,DETE
477.0,Resignation-Other reasons,Male,51-55,5.0,True,DETE
478.0,Resignation-Move overseas/interstate,Male,46-50,9.0,False,DETE
479.0,Resignation-Other reasons,Female,51-55,13.0,False,DETE
480.0,Resignation-Other reasons,Female,26-30,0.0,True,DETE
482.0,Resignation-Other reasons,Male,41-45,22.0,True,DETE
486.0,Resignation-Move overseas/interstate,Female,46-50,7.0,False,DETE
487.0,Resignation-Other reasons,Female,41-45,20.0,False,DETE
495.0,Resignation-Other employer,Female,56-60,24.0,True,DETE
496.0,Resignation-Other reasons,Female,46-50,1.0,False,DETE
498.0,Resignation-Move overseas/interstate,Male,36-40,4.0,True,DETE
500.0,Resignation-Move overseas/interstate,Female,26-30,0.0,False,DETE
501.0,Resignation-Other employer,Female,31-35,11.0,False,DETE
504.0,Resignation-Other reasons,Male,61 or older,41.0,True,DETE
505.0,Resignation-Move overseas/interstate,Male,36-40,5.0,False,DETE
506.0,Resignation-Other reasons,Female,46-50,24.0,True,DETE
507.0,Resignation-Other reasons,Female,21-25,4.0,True,DETE
534.0,Resignation-Move overseas/interstate,Male,36-40,14.0,False,DETE
535.0,Resignation-Other reasons,Female,56-60,4.0,False,DETE
537.0,Resignation-Other reasons,Female,46-50,6.0,True,DETE
540.0,Resignation-Other reasons,Female,51-55,6.0,False,DETE
542.0,Resignation-Other reasons,Female,41-45,17.0,True,DETE
544.0,Resignation-Other employer,Female,21-25,2.0,False,DETE
548.0,Resignation-Other employer,Female,41-45,3.0,True,DETE
551.0,Resignation-Other reasons,Male,36-40,13.0,False,DETE
552.0,Resignation-Move overseas/interstate,Male,41-45,2.0,False,DETE
553.0,Resignation-Other reasons,Female,56-60,8.0,True,DETE
558.0,Resignation-Move overseas/interstate,Female,21-25,2.0,True,DETE
563.0,Resignation-Move overseas/interstate,Female,41-45,1.0,False,DETE
564.0,Resignation-Other reasons,Female,41-45,23.0,True,DETE
569.0,Resignation-Other reasons,Female,46-50,13.0,True,DETE
570.0,Resignation-Other reasons,Male,31-35,3.0,True,DETE
572.0,Resignation-Other reasons,Female,41-45,15.0,False,DETE
576.0,Resignation-Other reasons,Female,31-35,9.0,True,DETE
577.0,Resignation-Other reasons,Female,26-30,9.0,True,DETE
578.0,Resignation-Other employer,Female,36-40,19.0,False,DETE
585.0,Resignation-Other employer,Female,51-55,5.0,False,DETE
586.0,Resignation-Move overseas/interstate,Female,21-25,1.0,False,DETE
587.0,Resignation-Move overseas/interstate,Female,51-55,11.0,False,DETE
589.0,Resignation-Other employer,Male,31-35,2.0,True,DETE
590.0,Resignation-Other reasons,Male,61 or older,28.0,True,DETE
591.0,Resignation-Other employer,Female,31-35,9.0,True,DETE
593.0,Resignation-Other reasons,Female,56-60,12.0,False,DETE
594.0,Resignation-Other reasons,Female,36-40,8.0,True,DETE
602.0,Resignation-Other employer,Female,26-30,3.0,True,DETE
605.0,Resignation-Other reasons,Female,61 or older,17.0,False,DETE
608.0,Resignation-Other reasons,Female,31-35,9.0,True,DETE
609.0,Resignation-Other reasons,Female,31-35,9.0,True,DETE
611.0,Resignation-Other reasons,Female,61 or older,24.0,True,DETE
613.0,Resignation-Other reasons,Female,51-55,20.0,False,DETE
614.0,Resignation-Move overseas/interstate,Female,26-30,3.0,False,DETE
618.0,Resignation-Other reasons,Female,51-55,17.0,True,DETE
620.0,Resignation-Other employer,Female,36-40,10.0,False,DETE
622.0,Resignation-Other reasons,Female,51-55,30.0,True,DETE
624.0,Resignation-Move overseas/interstate,Female,56-60,9.0,False,DETE
626.0,Resignation-Other reasons,Female,41-45,2.0,True,DETE
627.0,Resignation-Other reasons,Female,26-30,3.0,True,DETE
632.0,Resignation-Other reasons,Male,41-45,7.0,True,DETE
638.0,Resignation-Other reasons,Female,36-40,0.0,False,DETE
642.0,Resignation-Move overseas/interstate,Female,36-40,3.0,False,DETE
643.0,Resignation-Move overseas/interstate,Female,31-35,3.0,False,DETE
648.0,Resignation-Other reasons,Female,51-55,21.0,False,DETE
650.0,Resignation-Other employer,Female,51-55,18.0,False,DETE
651.0,Resignation-Other employer,Female,61 or older,17.0,True,DETE
652.0,Resignation-Other reasons,Female,51-55,3.0,True,DETE
653.0,Resignation-Move overseas/interstate,Female,61 or older,27.0,False,DETE
660.0,Resignation-Other reasons,Female,41-45,15.0,False,DETE
666.0,Resignation-Other employer,Male,46-50,15.0,True,DETE
668.0,Resignation-Other employer,Male,21-25,2.0,False,DETE
669.0,Resignation-Other reasons,Female,41-45,2.0,False,DETE
671.0,Resignation-Move overseas/interstate,Female,26-30,0.0,True,DETE
672.0,Resignation-Move overseas/interstate,Female,21-25,0.0,False,DETE
673.0,Resignation-Other employer,Female,41-45,4.0,False,DETE
678.0,Resignation-Other employer,Female,26-30,4.0,True,DETE
680.0,Resignation-Move overseas/interstate,Female,36-40,1.0,False,DETE
686.0,Resignation-Other employer,Female,46-50,9.0,True,DETE
687.0,Resignation-Other employer,Male,56-60,29.0,False,DETE
689.0,Resignation-Other reasons,Female,46-50,0.0,False,DETE
692.0,Resignation-Move overseas/interstate,Female,31-35,10.0,False,DETE
693.0,Resignation-Other employer,Female,36-40,16.0,False,DETE
694.0,Resignation-Other reasons,Female,21-25,1.0,False,DETE
695.0,Resignation-Move overseas/interstate,Male,41-45,4.0,False,DETE
698.0,Resignation-Move overseas/interstate,Male,26-30,5.0,False,DETE
700.0,Resignation-Other reasons,Female,41-45,3.0,True,DETE
702.0,Resignation-Other employer,Male,21-25,6.0,False,DETE
703.0,Resignation-Other reasons,Female,46-50,25.0,False,DETE
705.0,Resignation-Move overseas/interstate,Female,51-55,0.0,True,DETE
718.0,Resignation-Other reasons,Female,51-55,13.0,True,DETE
728.0,Resignation-Other employer,Male,56-60,39.0,True,DETE
729.0,Resignation-Other reasons,Female,51-55,34.0,True,DETE
732.0,Resignation-Other employer,Female,46-50,14.0,True,DETE
733.0,Resignation-Other reasons,Male,56-60,22.0,True,DETE
737.0,Resignation-Move overseas/interstate,Female,61 or older,7.0,False,DETE
739.0,Resignation-Other reasons,Male,56-60,14.0,False,DETE
746.0,Resignation-Other employer,Female,41-45,22.0,True,DETE
749.0,Resignation-Move overseas/interstate,Female,41-45,6.0,False,DETE
753.0,Resignation-Other reasons,Male,61 or older,8.0,True,DETE
754.0,Resignation-Other reasons,Female,46-50,15.0,False,DETE
755.0,Resignation-Other employer,Female,31-35,9.0,True,DETE
757.0,Resignation-Other employer,Female,41-45,1.0,False,DETE
764.0,Resignation-Other employer,Female,41-45,0.0,False,DETE
768.0,Resignation-Other employer,Male,26-30,7.0,False,DETE
771.0,Resignation-Other reasons,Female,46-50,5.0,False,DETE
773.0,Resignation-Other employer,Male,36-40,12.0,False,DETE
786.0,Resignation-Other reasons,Female,21-25,0.0,True,DETE
788.0,Resignation-Other employer,Female,41-45,20.0,True,DETE
791.0,Resignation-Other reasons,Female,51-55,31.0,False,DETE
